product_id,cost,competitor_price,demand_score,seasonality,rating,marketing_spend,price
PROD_1055,293.56,358.88,88,2,3.0,1204.41,442.21
PROD_1056,618.41,751.47,93,1,2.5,1549.18,963.79
PROD_1057,333.51,407.41,81,3,1.4,226.22,420.98
PROD_1058,394.3,530.88,84,7,3.9,1564.9,634.12
PROD_1059,509.45,683.27,71,11,2.3,1148.31,728.26
PROD_1060,701.47,835.61,43,10,2.1,1354.74,1027.17
PROD_1061,787.59,918.84,7,2,3.6,688.73,1111.73
PROD_1062,619.25,756.84,92,9,3.2,848.3,950.05
PROD_1063,345.86,432.49,83,12,2.4,500.77,564.81
PROD_1064,348.66,395.18,63,11,3.6,1959.63,560.64
PROD_1065,595.31,790.51,84,2,2.1,1019.16,923.93
PROD_1066,206.25,251.68,44,5,4.2,1992.35,272.6
PROD_1067,106.17,123.89,39,8,1.9,1005.08,143.57
PROD_1068,296.61,322.52,40,12,1.6,478.51,447.29
PROD_1069,244.05,276.65,7,10,4.1,1039.53,341.53
PROD_1070,251.12,347.11,70,8,3.8,127.21,358.04
PROD_1071,202.21,233.92,25,3,1.7,1814.3,248.05
PROD_1072,52.83,58.6,59,2,1.5,1646.17,36.19
PROD_1073,33.94,41.11,13,9,4.4,1465.35,50.54
PROD_1074,790.42,914.9,86,3,4.1,1239.16,1115.54
PROD_1075,353.66,375.7,81,8,2.3,1180.68,474.95
PROD_1076,319.77,371.93,86,2,3.6,1993.62,424.71
PROD_1077,550.12,682.4,98,3,1.5,592.09,740.81
PROD_1078,190.24,236.48,62,1,3.0,1570.38,278.31
PROD_1079,760.97,893.98,8,11,1.1,1183.74,1152.99
PROD_1080,633.35,764.17,45,6,2.6,1952.97,800.84
PROD_1081,89.74,124.55,18,7,1.3,1664.22,121.13
PROD_1082,345.71,408.66,88,4,2.9,1997.12,521.95
PROD_1083,705.71,804.78,60,1,2.7,1197.23,945.77
PROD_1084,756.89,859.23,60,3,2.8,448.86,1034.84
PROD_1085,384.57,465.42,2,9,1.2,1032.19,522.75
PROD_1086,498.46,655.89,66,5,2.4,1436.67,762.69
PROD_1087,150.29,168.64,91,6,4.0,1560.0,223.45
PROD_1088,793.11,1029.66,14,4,2.5,50.99,1086.42
PROD_1089,200.7,212.22,48,1,3.9,1034.8,268.93
PROD_1090,755.33,903.85,56,5,2.5,508.71,974.01
PROD_1091,526.72,696.09,12,5,,1756.08,666.48
PROD_1092,494.03,577.31,96,5,3.3,348.17,685.72
PROD_1093,419.9,523.74,92,6,4.8,1349.59,562.8
PROD_1094,199.92,224.26,55,11,1.4,568.82,270.4
PROD_1095,157.69,206.53,28,2,1.1,745.26,218.76
PROD_1096,191.98,205.09,89,1,3.4,1884.09,290.21
PROD_1097,165.42,223.05,4,2,,518.87,194.36
PROD_1098,628.08,703.05,90,10,5.0,235.26,868.04
PROD_1099,293.1,397.45,36,6,2.9,185.11,406.52
PROD_1100,65.12,76.41,50,5,2.9,1034.0,85.03
PROD_1101,775.9,1010.95,3,5,3.6,1301.34,993.3
PROD_1102,709.35,824.08,1,12,3.2,688.22,1015.83
PROD_1103,743.65,1016.62,17,12,3.5,1396.01,952.26
PROD_1104,796.03,871.11,71,6,4.5,169.02,1050.26
PROD_1105,155.64,173.14,62,10,4.0,1721.8,204.59
PROD_1106,329.07,402.31,48,7,3.0,1642.31,421.88
PROD_1107,611.43,659.53,62,9,2.8,1971.72,935.66
PROD_1108,562.9,629.65,69,7,3.6,1876.18,790.97
PROD_1109,140.04,193.3,19,2,2.8,744.58,187.43
PROD_1110,656.35,913.49,34,6,2.8,828.59,935.08
PROD_1111,195.06,230.5,99,9,1.1,1504.63,252.3
PROD_1112,194.58,267.18,49,7,1.7,311.46,254.69
PROD_1113,438.84,544.46,80,2,3.0,662.33,670.69
PROD_1114,482.49,552.17,47,3,4.3,281.15,700.67
PROD_1115,472.47,612.24,91,8,2.1,937.03,2169.57
PROD_1116,91.36,117.0,50,11,3.1,1126.41,130.67
PROD_1117,704.42,983.51,89,9,2.4,461.76,1054.99
PROD_1118,227.17,259.6,26,4,1.4,101.93,289.21
PROD_1119,121.02,155.54,56,9,,1452.74,156.14
PROD_1120,713.22,761.87,78,2,4.4,89.01,934.08
PROD_1121,765.41,834.12,14,11,1.3,1948.14,1075.23
PROD_1122,692.46,728.03,78,5,3.9,482.13,882.24
PROD_1123,651.42,911.87,25,11,2.4,1344.61,938.55
PROD_1124,531.09,706.77,100,2,5.0,897.77,818.37
PROD_1125,449.67,595.97,4,11,2.2,166.36,620.96
PROD_1126,87.85,107.91,79,1,2.0,970.76,114.59
PROD_1127,338.59,391.08,32,5,,1057.68,457.42
PROD_1128,310.7,342.68,82,2,4.3,1716.63,474.2
PROD_1129,222.61,255.92,78,7,1.8,1478.08,277.36
PROD_1130,584.27,690.36,65,8,3.8,204.64,732.59
PROD_1131,406.78,534.8,61,2,1.2,457.87,546.65
PROD_1132,83.22,103.09,20,7,4.7,658.18,102.54
PROD_1133,191.74,206.53,74,4,1.3,276.99,288.96
PROD_1134,552.94,584.08,10,1,4.7,940.95,751.1
PROD_1135,79.38,86.19,88,11,3.0,1969.4,119.2
PROD_1136,683.94,816.4,34,3,2.8,1053.49,963.3
PROD_1137,406.21,559.2,61,11,4.9,1496.67,608.76
PROD_1138,394.86,502.69,92,12,5.0,1381.73,580.19
PROD_1139,482.08,641.47,27,1,3.6,1707.33,613.21
PROD_1140,663.25,804.68,40,5,1.5,470.66,904.58
PROD_1141,291.29,342.73,65,8,3.0,1519.96,374.22
PROD_1142,548.85,597.12,33,1,3.1,1768.64,733.23
PROD_1143,461.27,625.75,68,9,3.1,384.44,611.04
PROD_1144,228.28,302.27,71,3,3.3,726.26,298.23
PROD_1145,705.33,782.1,9,5,1.1,1941.7,960.32
PROD_1146,641.99,789.2,16,9,3.8,1572.54,925.68
PROD_1147,533.59,651.29,5,5,3.8,601.05,750.48
PROD_1148,683.45,867.15,98,9,1.5,1149.69,1014.07
PROD_1149,696.49,961.97,23,10,3.3,838.44,1021.63
PROD_1150,572.52,717.33,43,8,3.3,1005.43,700.41
PROD_1151,672.87,833.74,89,7,3.7,742.57,901.69
PROD_1152,564.03,602.16,57,11,1.3,594.7,793.99
PROD_1153,550.51,590.16,51,1,3.5,1365.79,732.02
PROD_1154,502.52,560.59,13,4,,1568.16,347.46
PROD_1155,607.12,644.37,24,9,3.0,1754.22,775.09
PROD_1156,143.71,188.29,11,10,4.1,352.89,172.85
PROD_1157,707.08,921.44,52,8,3.8,1654.57,1001.72
PROD_1158,700.04,768.38,17,4,1.5,546.86,3054.71
PROD_1159,42.81,57.48,37,12,3.4,883.31,60.87
PROD_1160,664.14,733.32,13,1,4.9,1807.82,315.25
PROD_1161,120.52,139.25,62,10,1.6,936.28,173.88
PROD_1162,281.39,319.98,91,4,4.4,434.27,386.27
PROD_1163,599.94,708.11,84,3,3.8,361.74,835.09
PROD_1164,145.39,165.62,97,6,4.1,972.32,201.95
PROD_1165,658.01,803.52,96,11,2.1,1537.21,1066.48
PROD_1166,669.06,797.92,8,5,2.2,1994.55,993.41
PROD_1167,415.82,580.2,56,5,4.6,1585.45,606.49
PROD_1168,24.98,26.72,93,2,2.4,1760.17,35.07
PROD_1169,243.89,268.22,83,12,1.3,1508.27,361.98
PROD_1170,501.2,535.53,70,3,3.4,1796.1,668.52
PROD_1171,785.33,996.61,44,11,1.5,198.77,1212.44
PROD_1172,512.81,548.24,60,6,4.2,1863.37,737.89
PROD_1173,222.65,298.96,41,2,3.6,822.99,273.36
PROD_1174,514.52,632.44,21,4,4.5,1847.15,726.4
PROD_1175,441.19,544.63,86,2,4.1,197.68,641.91
PROD_1176,628.28,783.19,42,9,1.4,1444.72,959.86
PROD_1177,103.44,114.8,74,3,2.5,1484.59,159.46
PROD_1178,613.6,686.74,74,10,4.1,1993.98,801.26
PROD_1179,442.19,513.64,29,10,2.7,1549.27,624.88
PROD_1180,771.13,969.87,80,6,4.9,796.02,1106.0
PROD_1181,286.66,322.07,65,1,3.9,1136.63,374.6
PROD_1182,513.45,560.02,17,11,1.1,764.77,745.71
PROD_1183,746.98,1037.96,30,10,4.5,432.24,1015.96
PROD_1184,99.96,105.72,26,3,1.4,534.58,117.75
PROD_1185,751.04,999.59,53,8,1.6,482.92,1092.98
PROD_1186,556.55,737.88,19,5,3.9,1120.19,764.11
PROD_1187,72.91,84.14,53,8,4.5,1817.01,96.95
PROD_1188,254.75,279.58,85,2,3.1,1829.82,366.5
PROD_1189,572.37,630.17,17,7,2.2,156.79,748.01
PROD_1190,72.53,93.87,46,9,2.4,205.8,92.85
PROD_1191,474.09,604.46,85,7,2.4,527.98,722.96
PROD_1192,289.79,383.67,53,3,,547.37,340.38
PROD_1193,504.31,695.0,64,7,2.0,235.03,643.95
PROD_1194,55.68,71.95,45,8,3.4,807.5,68.18
PROD_1195,699.8,772.96,49,1,4.6,1196.06,422.54
PROD_1196,779.32,884.69,19,3,2.2,1177.42,1079.92
PROD_1197,775.72,1043.17,71,5,1.7,1109.69,1048.8
PROD_1198,604.73,679.27,81,12,4.4,710.41,883.87
PROD_1199,121.47,130.62,65,6,4.0,1427.59,185.77
PROD_1200,611.45,792.52,37,3,4.7,1661.64,2479.17
PROD_1201,39.18,46.66,70,4,1.7,725.23,53.23
PROD_1202,37.26,51.12,26,5,1.6,216.79,44.34
PROD_1203,272.42,348.04,2,3,3.2,627.84,174.88
PROD_1204,401.14,433.89,59,4,3.5,317.87,534.93
PROD_1205,620.92,857.95,96,5,2.9,961.35,848.22
PROD_1206,552.97,630.66,5,2,3.4,354.07,226.02
PROD_1207,367.8,429.6,37,10,1.7,952.55,538.7
PROD_1208,233.43,,31,9,2.9,480.96,291.53
PROD_1209,797.76,851.95,76,10,3.6,1490.53,1225.37
PROD_1210,352.42,431.29,99,8,2.7,103.76,519.69
PROD_1211,372.08,406.75,94,12,3.7,1131.76,552.18
PROD_1212,147.63,175.73,48,6,2.8,380.5,206.36
PROD_1213,639.95,750.5,6,10,2.3,51.93,833.33
PROD_1214,561.07,740.89,15,11,2.2,1744.94,756.02
PROD_1215,192.2,255.84,15,3,2.6,1359.48,283.09
PROD_1216,84.26,92.99,61,11,1.1,242.94,124.75
PROD_1217,550.79,648.99,16,2,3.7,1344.94,795.49
PROD_1218,530.52,626.37,20,7,4.4,1242.71,778.19
PROD_1219,233.14,257.15,77,8,2.4,973.05,297.35
PROD_1220,761.67,1012.61,44,10,,867.55,976.28
PROD_1221,137.83,178.83,42,1,4.9,1779.79,180.0
PROD_1222,357.22,398.89,46,6,2.1,528.04,508.13
PROD_1223,756.02,890.86,95,7,1.5,826.7,1162.82
PROD_1224,347.39,377.62,34,9,2.5,691.78,460.85
PROD_1225,518.05,657.86,64,12,4.0,1553.84,713.78
PROD_1226,330.12,,29,3,2.2,1837.11,182.77
PROD_1227,233.89,326.29,3,2,3.3,1707.07,326.8
PROD_1228,787.5,1042.05,9,5,2.7,1605.52,1130.25
PROD_1229,339.28,402.58,75,10,1.5,1974.24,462.05
PROD_1230,717.4,898.54,75,1,2.3,1409.43,922.4
PROD_1231,199.36,272.92,25,6,3.9,1514.55,269.87
PROD_1232,186.22,231.65,86,9,3.4,1966.46,245.42
PROD_1233,44.28,49.2,42,10,,63.63,62.08
PROD_1234,528.3,624.74,46,9,1.7,1286.39,721.11
PROD_1235,307.45,413.55,73,7,3.6,1490.99,450.87
PROD_1236,694.2,885.43,84,11,4.3,1839.76,1073.54
PROD_1237,389.1,497.18,59,7,2.4,1773.5,518.28
PROD_1238,775.19,1049.13,21,8,3.4,1691.82,988.54
PROD_1239,164.71,224.48,74,10,1.7,1894.29,252.55
PROD_1240,697.53,956.96,22,2,2.2,1097.89,989.67
PROD_1241,625.75,677.81,29,6,1.1,63.49,805.91
PROD_1242,621.32,770.71,63,5,4.1,71.56,835.29
PROD_1243,678.93,888.84,73,5,2.6,1112.05,870.74
PROD_1244,613.6,806.84,61,3,4.3,898.78,782.28
PROD_1245,508.45,641.84,64,3,3.8,929.93,738.77
PROD_1246,122.37,135.63,69,6,,830.79,173.67
PROD_1247,45.37,60.3,40,12,2.1,1839.57,65.65
PROD_1248,738.26,961.25,75,10,1.7,750.38,1108.91
PROD_1249,500.99,541.14,1,10,4.9,1719.64,690.64
PROD_1250,641.3,777.47,65,7,,1810.59,899.35
PROD_1251,395.59,439.45,62,1,4.3,1024.03,522.18
PROD_1252,111.5,130.25,54,3,1.1,921.53,164.61
PROD_1253,117.64,124.27,60,12,2.4,1533.99,180.21
PROD_1254,554.74,660.21,46,1,4.0,1430.54,343.3
PROD_1255,355.64,441.87,5,10,1.3,690.64,479.46
PROD_1256,176.41,223.48,22,3,3.3,249.97,226.65
PROD_1257,403.44,517.3,90,5,2.7,566.46,622.62
PROD_1258,70.08,94.1,53,9,1.1,305.51,105.03
PROD_1259,473.94,533.38,70,3,1.9,624.73,672.64
PROD_1260,229.81,251.0,32,10,2.1,560.55,319.36
PROD_1261,642.1,865.57,11,10,1.4,1293.54,259.32
PROD_1262,262.08,289.55,10,9,3.5,1911.27,354.36
PROD_1263,375.07,521.79,39,1,2.0,1387.2,1735.43
PROD_1264,29.06,39.09,98,6,2.1,1856.97,41.37
PROD_1265,76.51,93.75,31,9,4.6,1579.06,109.98
PROD_1266,326.14,454.48,12,12,2.9,1469.36,497.17
PROD_1267,394.35,427.51,80,5,2.6,857.42,526.97
PROD_1268,488.02,564.18,38,11,3.9,683.35,658.14
PROD_1269,247.5,315.16,67,10,4.6,1700.24,370.01
PROD_1270,562.09,659.05,66,2,1.1,1815.52,838.3
PROD_1271,690.9,949.93,52,5,2.8,931.17,1031.62
PROD_1272,628.28,674.13,5,1,3.4,67.67,861.36
PROD_1273,50.9,63.24,11,9,2.3,1595.44,72.49
PROD_1274,394.8,496.18,25,10,,605.88,541.12
PROD_1275,101.85,130.2,35,10,4.9,69.28,121.51
PROD_1276,208.8,237.92,35,9,4.8,1619.73,306.01
PROD_1277,789.6,929.83,22,6,2.1,1058.96,967.09
PROD_1278,131.15,176.43,37,11,1.9,1386.16,180.56
PROD_1279,409.13,457.5,86,9,4.8,1833.65,592.12
PROD_1280,502.16,672.6,55,3,2.8,1105.29,664.45
PROD_1281,567.92,708.16,75,4,1.8,1031.23,799.81
PROD_1282,456.53,601.14,96,6,3.8,616.79,619.11
PROD_1283,27.62,35.9,99,4,2.1,645.13,38.45
PROD_1284,274.64,308.32,95,1,2.1,1603.26,358.69
PROD_1285,423.82,529.38,72,7,4.5,925.61,218.89
PROD_1286,88.54,119.85,64,5,1.6,368.88,127.53
PROD_1287,293.49,352.55,20,8,,234.33,413.41
PROD_1288,45.9,63.72,98,9,2.1,972.19,69.2
PROD_1289,81.29,98.22,4,5,3.4,956.66,102.18
PROD_1290,329.6,362.55,18,8,1.5,1324.24,455.43
PROD_1291,123.52,146.53,51,1,2.9,968.58,160.21
PROD_1292,462.68,639.93,68,1,3.5,329.78,578.17
PROD_1293,557.78,648.09,20,7,4.4,1040.22,778.67
PROD_1294,644.46,872.49,9,6,1.9,1818.24,880.98
PROD_1295,176.12,239.24,80,5,4.3,360.91,269.19
PROD_1296,150.64,176.63,26,5,1.9,1395.02,209.92
PROD_1297,101.56,109.6,25,9,3.7,1208.03,127.08
PROD_1298,516.42,673.2,68,1,2.7,1509.74,806.96
PROD_1299,571.05,661.86,41,8,1.5,343.67,778.64
PROD_1300,44.64,,59,2,3.9,1886.13,68.44
PROD_1301,750.25,903.99,45,7,1.9,1260.88,1095.42
PROD_1302,60.54,73.85,41,6,1.7,1701.79,79.07
PROD_1303,442.21,584.72,38,10,2.4,530.88,537.01
PROD_1304,573.07,678.41,19,2,3.6,1491.86,714.07
PROD_1305,699.36,842.79,14,12,1.9,1573.01,925.05
PROD_1306,576.99,681.81,21,3,1.7,825.0,731.32
PROD_1307,645.35,760.59,15,4,1.0,798.71,833.44
PROD_1308,284.77,351.43,3,7,2.9,1332.7,399.07
PROD_1309,655.56,873.92,37,8,2.7,232.14,957.76
PROD_1310,82.49,97.06,46,11,1.9,1484.47,126.82
PROD_1311,717.96,885.59,16,2,1.2,133.63,808.15
PROD_1312,447.12,574.44,14,8,2.7,421.65,564.55
PROD_1313,657.49,752.37,9,11,4.2,1345.08,977.3
PROD_1314,372.81,427.66,7,9,3.9,241.73,436.91
PROD_1315,521.99,718.62,14,7,4.4,1945.09,756.87
PROD_1316,430.59,561.17,6,1,1.0,1743.37,1879.55
PROD_1317,590.64,739.49,85,6,4.9,1271.29,836.94
PROD_1318,83.67,106.82,15,8,2.4,1647.16,117.11
PROD_1319,67.07,71.12,52,5,5.0,1780.78,88.91
PROD_1320,212.74,269.4,72,12,2.0,555.98,330.59
PROD_1321,144.44,177.43,34,2,2.9,1706.35,176.71
PROD_1322,699.99,868.7,1,5,2.4,429.85,829.86
PROD_1323,190.99,224.56,96,8,2.4,856.02,287.3
PROD_1324,781.17,842.51,69,2,4.4,1138.61,1129.78
PROD_1325,282.78,316.05,94,1,4.0,1442.09,199.01
PROD_1326,162.05,224.08,86,4,5.0,108.78,231.01
PROD_1327,635.96,758.73,20,4,3.5,616.49,886.06
PROD_1328,533.79,647.67,80,9,2.9,1236.61,806.67
PROD_1329,408.59,436.56,7,3,1.4,746.87,582.53
PROD_1330,453.18,481.8,7,4,5.0,1561.3,655.72
PROD_1331,580.98,755.86,50,3,3.2,1320.72,860.81
PROD_1332,198.19,245.43,2,2,3.8,507.08,270.59
PROD_1333,797.14,978.93,47,4,2.6,334.56,1119.48
PROD_1334,780.34,885.76,14,8,3.2,1276.64,945.26
PROD_1335,527.25,691.05,31,1,4.8,928.41,679.43
PROD_1336,175.64,194.77,50,8,1.7,379.47,256.99
PROD_1337,550.58,614.71,61,8,2.2,686.43,801.62
PROD_1338,76.31,92.44,41,3,1.6,640.94,103.05
PROD_1339,43.91,50.5,14,10,4.2,260.86,58.01
PROD_1340,220.99,251.18,5,10,1.2,1116.47,257.43
PROD_1341,380.85,485.9,75,12,1.3,1539.11,563.2
PROD_1342,697.25,890.98,5,12,2.2,1172.16,967.72
PROD_1343,587.19,786.0,64,6,3.1,1661.27,818.19
PROD_1344,599.31,716.89,29,4,,298.76,874.77
PROD_1345,351.88,378.48,75,1,1.2,899.44,454.78
PROD_1346,289.83,332.08,5,1,4.8,1238.36,376.17
PROD_1347,309.41,431.01,96,5,4.8,1368.2,447.5
PROD_1348,790.37,994.83,36,12,2.1,1406.78,502.44
PROD_1349,51.29,66.59,79,8,3.9,1471.48,80.61
PROD_1350,696.28,732.89,19,1,3.3,1320.29,929.84
PROD_1351,471.37,580.43,64,2,1.9,233.74,713.1
PROD_1352,362.12,384.98,22,7,2.0,1405.85,485.8
PROD_1353,585.7,731.68,34,8,3.0,1463.33,724.99
PROD_1354,399.6,548.36,56,12,2.7,1987.29,618.67
PROD_1355,701.27,974.03,17,3,2.2,1402.06,887.74
PROD_1356,722.55,895.38,76,11,4.2,1389.32,1138.19
PROD_1357,348.94,422.35,89,12,2.9,1053.89,587.02
PROD_1358,235.93,325.76,56,8,3.6,1742.45,356.73
PROD_1359,482.03,619.78,17,1,1.8,1993.83,603.95
PROD_1360,731.64,784.84,74,9,3.1,1569.14,1032.59
PROD_1361,184.32,223.58,92,12,,1244.38,257.27
PROD_1362,505.91,573.75,82,2,3.1,203.96,658.96
PROD_1363,512.62,622.54,18,2,4.1,1467.14,636.03
PROD_1364,591.83,,45,4,4.1,1431.7,828.93
PROD_1365,122.62,153.74,96,12,2.4,1562.36,197.65
PROD_1366,578.34,679.48,78,10,3.8,292.88,862.68
PROD_1367,729.05,807.41,56,3,4.8,1324.78,923.66
PROD_1368,160.15,196.4,80,4,3.5,626.66,70.57
PROD_1369,205.28,275.2,50,6,1.6,1532.53,274.1
PROD_1370,777.69,997.31,58,7,3.7,518.73,991.2
PROD_1371,161.16,188.31,18,5,1.4,1383.76,205.82
PROD_1372,686.42,945.5,80,2,4.5,625.24,964.57
PROD_1373,403.98,553.15,81,3,3.1,67.54,581.04
PROD_1374,212.84,239.08,7,10,2.5,1285.05,307.53
PROD_1375,699.18,743.79,76,11,1.2,270.87,1013.76
PROD_1376,367.34,481.01,98,3,2.5,1335.62,545.68
PROD_1377,421.56,564.75,10,5,4.6,1854.94,532.68
PROD_1378,300.2,416.91,69,12,1.1,1940.03,493.24
PROD_1379,482.5,656.9,85,11,2.9,510.05,701.22
PROD_1380,147.55,185.94,3,12,4.7,1628.04,195.88
PROD_1381,325.04,401.6,83,5,2.6,739.43,411.89
PROD_1382,776.14,822.51,44,4,2.7,1805.89,1023.65
PROD_1383,221.34,251.52,99,8,3.3,1585.6,331.59
PROD_1384,532.25,644.49,70,6,2.9,194.15,2479.81
PROD_1385,273.65,347.53,14,6,1.7,843.92,382.68
PROD_1386,623.31,776.04,4,1,1.1,707.77,772.48
PROD_1387,122.08,159.92,18,6,3.4,1581.1,166.73
PROD_1388,776.46,891.31,93,3,4.7,850.06,3934.76
PROD_1389,373.96,466.6,99,6,1.4,1384.95,585.76
PROD_1390,204.12,220.62,52,10,1.8,1224.75,289.05
PROD_1391,77.33,92.39,38,11,2.5,1952.5,117.57
PROD_1392,152.41,200.05,80,6,4.2,1878.68,231.63
PROD_1393,425.42,549.94,20,2,2.1,884.01,590.1
PROD_1394,282.86,395.08,88,1,4.5,1460.98,391.64
PROD_1395,666.53,,99,11,1.2,1667.45,2569.91
PROD_1396,356.09,435.99,44,3,4.8,1802.83,528.89
PROD_1397,214.0,249.38,51,5,3.2,182.86,309.57
PROD_1398,501.37,603.76,19,4,3.6,639.05,649.0
PROD_1399,571.29,771.2,68,7,2.5,674.45,881.93
PROD_1400,150.29,193.8,97,4,4.1,897.17,209.65
PROD_1401,150.74,204.84,66,8,1.7,380.07,200.65
PROD_1402,48.6,54.5,13,7,1.2,1017.6,62.3
PROD_1403,594.39,805.81,62,10,2.6,1343.27,905.09
PROD_1404,537.77,575.9,61,9,4.4,1019.86,715.05
PROD_1405,390.21,531.08,30,1,4.0,1348.3,517.91
PROD_1406,678.45,790.52,98,5,3.1,179.56,902.85
PROD_1407,648.42,752.24,30,4,3.3,1758.18,877.07
PROD_1408,476.58,585.82,51,6,1.5,1881.18,701.28
PROD_1409,697.25,961.68,88,1,4.4,1254.92,968.11
PROD_1410,180.56,192.6,48,6,4.1,1768.71,270.14
PROD_1411,107.3,125.89,33,1,3.6,306.32,156.21
PROD_1412,230.4,311.0,74,1,2.9,1605.03,300.23
PROD_1413,64.53,76.7,82,8,,282.34,99.33
PROD_1414,434.31,486.3,19,2,4.5,845.62,546.36
PROD_1415,750.55,899.67,71,10,3.6,681.45,971.25
PROD_1416,50.69,60.06,57,6,2.5,1191.9,71.05
PROD_1417,115.25,157.93,19,6,3.5,637.95,153.87
PROD_1418,372.72,490.75,88,6,3.3,1292.76,522.95
PROD_1419,748.42,918.16,79,8,2.6,766.41,981.04
PROD_1420,266.6,372.16,41,4,2.2,1728.54,400.17
PROD_1421,415.64,504.11,42,3,2.6,1286.07,595.44
PROD_1422,52.43,56.12,87,6,3.3,469.83,28.77
PROD_1423,135.71,154.95,52,4,2.7,705.45,185.0
PROD_1424,789.57,949.56,4,2,2.1,1702.47,949.23
PROD_1425,772.79,853.87,4,6,4.0,803.64,978.21
PROD_1426,23.85,32.96,5,10,3.1,1094.81,32.22
PROD_1427,762.41,1005.16,41,5,1.3,1315.44,1042.61
PROD_1428,518.51,593.13,87,11,2.5,728.23,750.02
PROD_1429,696.98,875.95,61,9,4.5,623.26,1033.24
PROD_1430,374.7,488.05,75,11,,976.75,556.86
PROD_1431,422.16,582.35,55,6,2.3,469.02,601.67
PROD_1432,401.3,545.2,75,3,4.8,604.21,548.71
PROD_1433,540.15,664.56,13,11,1.3,171.05,735.02
PROD_1434,128.93,170.33,14,5,4.8,642.74,163.39
PROD_1435,43.38,54.08,60,10,2.0,675.37,206.76
PROD_1436,260.19,323.53,72,8,1.0,1925.57,370.12
PROD_1437,569.65,621.01,25,9,2.7,1199.97,677.62
PROD_1438,177.45,194.15,82,8,2.4,1585.4,229.61
PROD_1439,545.28,673.6,44,3,3.2,138.49,741.45
PROD_1440,776.53,888.43,82,9,4.2,257.75,998.16
PROD_1441,93.24,98.59,10,3,4.4,1638.35,128.81
PROD_1442,544.63,709.65,71,8,2.6,1265.92,756.95
PROD_1443,366.13,388.59,50,10,2.7,422.41,512.49
PROD_1444,697.15,877.26,44,9,1.6,839.35,1033.28
PROD_1445,158.18,195.94,14,7,1.2,1100.41,205.97
PROD_1446,560.25,778.23,15,4,3.6,1695.04,794.15
PROD_1447,673.73,821.6,16,10,,167.8,915.19
PROD_1448,756.8,811.49,2,9,3.9,1213.61,1081.7
PROD_1449,552.93,687.35,30,3,3.2,1448.22,711.72
PROD_1450,407.8,548.23,30,3,1.8,1956.89,589.54
PROD_1451,501.92,702.14,82,2,3.2,1623.96,794.44
PROD_1452,697.75,837.73,31,10,1.7,588.64,891.33
PROD_1453,465.08,540.47,77,3,2.8,1433.68,626.58
PROD_1454,43.7,59.75,20,1,4.2,1538.39,65.19
PROD_1455,746.14,833.39,49,4,2.8,1472.98,1047.54
PROD_1456,557.83,705.88,35,8,1.6,1649.28,736.97
PROD_1457,547.68,652.84,23,5,3.9,1812.27,788.95
PROD_1458,188.23,200.34,97,2,1.7,241.94,251.31
PROD_1459,533.93,625.53,99,3,4.0,254.29,706.05
PROD_1460,327.21,373.95,100,1,2.9,1602.98,492.76
PROD_1461,527.96,681.14,61,2,2.8,542.13,748.17
PROD_1462,103.14,142.55,84,1,4.4,164.16,154.27
PROD_1463,533.12,609.79,55,2,3.8,832.4,726.59
PROD_1464,799.54,1066.6,67,3,1.1,1648.76,1221.01
PROD_1465,57.61,61.6,8,1,2.2,296.8,71.09
PROD_1466,782.2,,40,11,4.5,1360.09,1176.88
PROD_1467,337.39,362.59,59,9,,57.05,426.91
PROD_1468,699.19,962.72,32,10,,263.99,914.06
PROD_1469,630.26,830.82,93,5,3.9,734.16,979.43
PROD_1470,462.27,591.84,7,8,3.5,213.02,554.47
PROD_1471,595.99,797.65,2,5,4.0,1699.51,827.96
PROD_1472,705.24,900.33,85,8,3.9,1734.94,983.36
PROD_1473,335.23,465.68,6,7,3.8,1523.36,388.24
PROD_1474,275.09,357.58,92,12,4.3,522.84,389.83
PROD_1475,540.72,742.75,36,4,3.6,1070.33,771.74
PROD_1476,650.12,800.3,32,7,2.6,409.17,811.64
PROD_1477,614.58,670.49,45,6,2.9,598.49,870.29
PROD_1478,642.29,793.15,42,3,3.9,1056.21,920.77
PROD_1479,359.75,393.72,53,9,4.5,1483.28,494.53
PROD_1480,657.91,827.24,9,12,2.1,234.58,886.07
PROD_1481,113.76,138.66,75,10,2.4,628.56,157.92
PROD_1482,444.7,563.84,87,9,4.7,1856.91,723.42
PROD_1483,24.49,25.8,75,5,3.3,886.79,33.38
PROD_1484,273.18,305.46,49,8,1.7,1880.8,363.71
PROD_1485,305.84,373.73,2,7,3.7,1983.23,401.36
PROD_1486,329.01,454.92,67,9,5.0,1076.99,486.03
PROD_1487,562.46,666.11,11,7,4.3,611.69,794.53
PROD_1488,323.08,387.22,50,4,4.0,1592.01,183.36
PROD_1489,369.98,481.03,35,4,1.8,360.66,527.55
PROD_1490,205.28,258.93,15,11,4.5,541.49,284.07
PROD_1491,311.14,359.25,75,8,3.1,1580.52,451.1
PROD_1492,197.27,,31,6,4.6,895.61,277.75
PROD_1493,77.09,86.82,92,9,2.3,443.0,118.57
PROD_1494,490.69,681.13,62,10,1.2,1319.7,652.34
PROD_1495,541.21,593.01,28,7,2.9,1478.89,712.14
PROD_1496,503.2,593.85,96,7,2.1,293.89,773.09
PROD_1497,381.53,404.05,25,4,3.9,590.11,489.4
